country,country_code,iso2,source,Date,Song,Artist,songID,youtube_songID,youtube_videoID,youtube_video_type,youtube_search_match_score,youtube_title,youtube_duration
South Korea,KOR,KR,Melon Chart,1974,이별,패티김,이별₩패티김,이별₩패티김,0KUooXvGU7w,youtube music,1.0,이별,
South Korea,KOR,KR,Melon Chart,1996,찬란한 사랑 (상심Ii),R.ef,찬란한 사랑 (상심ii)₩r.ef,Brilliant Love₩R.ef,WlhrTXGFNjo,youtube music,0.23,Brilliant Love,229.0
South Korea,KOR,KR,Melon Chart,1994,발해를 꿈꾸며,서태지와 아이들,발해를 꿈꾸며₩서태지와 아이들,Dreaming of Bal-Hae₩Seo Taiji and Boys,3hzlBDUBxec,youtube music,0.0,Dreaming of Bal-Hae,281.0
South Korea,KOR,KR,Melon Chart,2004,Brand New,신화,brand new₩신화,Brand New₩신화,6a5vdG-HigY,youtube music,1.0,Brand New,
South Korea,KOR,KR,Melon Chart,1979,푸른파도 갈매기야,권은경,푸른파도 갈매기야₩권은경,푸른파도 갈매기야₩서정호,W8SowkBK-sI,youtube video,0.75,푸른파도 갈매기야,238.0
South Korea,KOR,KR,Melon Chart,1996,정 (위험한 이별),영턱스클럽,정 (위험한 이별)₩영턱스클럽,Young Turks Club (영턱스클럽) Affection (정) - Han/Rom/Eng Lyrics (가사) [1996]₩OldschoolKpopLyrics,y9t5B3tJUxk,youtube video,0.11,Young Turks Club (영턱스클럽) Affection (정) - Han/Rom/Eng Lyrics (가사) [1996],231.0
South Korea,KOR,KR,Melon Chart,1993,세상은 요지경,신신애,세상은 요지경₩신신애,세상은 요지경₩신신애,BY4xVjA0THs,youtube music,1.0,세상은 요지경,
South Korea,KOR,KR,Melon Chart,1981,"별, 달, 장미, 백합",김만수,"별, 달, 장미, 백합₩김만수",김만수 - 별 달 장미 백합₩이호관,kKNrK2lXiOc,youtube video,0.48,김만수 - 별 달 장미 백합,135.0
South Korea,KOR,KR,Melon Chart,1998,금지된 사랑,김경호,금지된 사랑₩김경호,금지된 사랑₩김경호,8MUAXFW0SNw,youtube music,1.0,금지된 사랑,
South Korea,KOR,KR,Melon Chart,1972,오라 오라 오라,문정선,오라 오라 오라₩문정선,오라 오라 오라₩문정선,S25uUdWAMvY,youtube music,1.0,오라 오라 오라,
South Korea,KOR,KR,Melon Chart,1995,영원한 사랑 (With London Metropolitan Orchestra),이문세,영원한 사랑 (with london metropolitan orchestra)₩이문세,영원한 사랑 (With London Metropolitan Orchestra)₩Lee Moon Sae(이문세),4H3JDK-1pWI,youtube music,0.85,영원한 사랑 (With London Metropolitan Orchestra),
South Korea,KOR,KR,Melon Chart,2002,Last Scene,롤러 코스터,last scene₩롤러 코스터,Last Scene₩롤러코스터,rjraM0RuXg8,youtube music,0.9,Last Scene,
South Korea,KOR,KR,Melon Chart,1992,그대도 나처럼 외로운지,임지훈,그대도 나처럼 외로운지₩임지훈,그대도 나처럼 외로운지₩임지훈,UH-OuriH8kE,youtube music,1.0,그대도 나처럼 외로운지,
South Korea,KOR,KR,Melon Chart,1994,이유같지 않은 이유,박미경,이유같지 않은 이유₩박미경,이유같지 않은 이유₩박미경,Sa8JBHNAJXI,youtube music,1.0,이유같지 않은 이유,
South Korea,KOR,KR,Melon Chart,1989,바보같은 미소,조갑경,바보같은 미소₩조갑경,바보같은 미소₩조갑경,C-eSg1fUUjM,youtube music,1.0,바보같은 미소,
South Korea,KOR,KR,Melon Chart,2003,사랑합니다...,팀,사랑합니다...₩팀,사랑합니다...₩팀,p8ELjIOeyZs,youtube music,1.0,사랑합니다...,
South Korea,KOR,KR,Melon Chart,2002,니가 있어야 할 곳,God,니가 있어야 할 곳₩god,니가 있어야 할곳₩GOD,BFOFzq3up-g,youtube music,0.88,니가 있어야 할곳,
South Korea,KOR,KR,Melon Chart,2007,So Fresh (Feat. 김태우) (위대한 캣츠비 Ost 삽입곡),Mc 몽,so fresh (feat. 김태우) (위대한 캣츠비 ost 삽입곡)₩mc 몽,So Fresh (Feat. 김태우) (위대한 캣츠비 OST 삽입곡)₩호구리,ihEMB9PX5YA,youtube video,0.92,So Fresh (Feat. 김태우) (위대한 캣츠비 OST 삽입곡),
South Korea,KOR,KR,Melon Chart,1990,남겨진 시간을 위하여,장혜리,남겨진 시간을 위하여₩장혜리,남겨진 시간을 위하여₩장혜리,GGZq6C4Qvj0,youtube music,1.0,남겨진 시간을 위하여,
South Korea,KOR,KR,Melon Chart,1973,강원도 아리랑,하춘화,강원도 아리랑₩하춘화,강원도 아리랑₩하춘화,xlThExJQ4hA,youtube music,1.0,강원도 아리랑,
South Korea,KOR,KR,Melon Chart,2000,Why,베이비 복스 1기,why₩베이비 복스 1기,Why₩베이비 복스 1기,26mEU0PEFxc,youtube music,1.0,Why,
South Korea,KOR,KR,Melon Chart,1979,구름과 나,블랙테트라,구름과 나₩블랙테트라,구름과 나₩블랙테트라,Mz0TVTcZbY8,youtube music,1.0,구름과 나,
South Korea,KOR,KR,Melon Chart,1985,가버린 추억,남화용,가버린 추억₩남화용,가버린 추억₩남화용,UoC_kP1Mb94,youtube music,1.0,가버린 추억,
South Korea,KOR,KR,Melon Chart,1996,꼭 나처럼... (슬픈 저주),뱅크,꼭 나처럼... (슬픈 저주)₩뱅크,꼭 나처럼...(슬픈 저주)₩뱅크,9j60H8_xS7w,youtube music,0.91,꼭 나처럼...(슬픈 저주),
South Korea,KOR,KR,Melon Chart,1985,유혹하지 말아요,나미,유혹하지 말아요₩나미,나미 - 유혹하지 말아요₩나미,gBW5VQwkR_c,youtube video,0.8,나미 - 유혹하지 말아요,
South Korea,KOR,KR,Melon Chart,2005,내 마음의 보석상자,Sg 워너비,내 마음의 보석상자₩sg 워너비,내 마음의 보석상자₩SG워너비,sw29pJ8hexM,youtube video,0.9,내 마음의 보석상자,
South Korea,KOR,KR,Melon Chart,1992,벙어리 바이올린,윤설하,벙어리 바이올린₩윤설하,벙어리 바이올린₩윤설하,9Cxe_0atQgE,youtube music,1.0,벙어리 바이올린,
South Korea,KOR,KR,Melon Chart,1990,내일일기,오석준,내일일기₩오석준,내일 일기₩오석준,YjIh8McCIMI,youtube music,0.8,내일 일기,
South Korea,KOR,KR,Melon Chart,1997,발걸음,에메랄드 캐슬,발걸음₩에메랄드 캐슬,발걸음₩에메랄드캐슬,ZKOwyeFgcAo,youtube music,0.84,발걸음,
South Korea,KOR,KR,Melon Chart,2000,너,이정현,너₩이정현,너₩이정현,7BVa5d9jQJ4,youtube music,1.0,너,
South Korea,KOR,KR,Melon Chart,2005,Stay In Me,서지영,stay in me₩서지영,Stay In Me₩서지영,BRygsY2GDNo,youtube music,1.0,Stay In Me,
South Korea,KOR,KR,Melon Chart,1994,겨울그림,이승철,겨울그림₩이승철,겨울 그림₩이승철,uXEWdSO3yW0,youtube music,0.8,겨울 그림,
South Korea,KOR,KR,Melon Chart,1987,어른이 된 후에 사랑은 너무 어려워,장덕,어른이 된 후에 사랑은 너무 어려워₩장덕,어른이 된 후에 사랑은 너무 어려워₩김정은,IA9jm97eHgM,youtube music,0.88,어른이 된 후에 사랑은 너무 어려워,
South Korea,KOR,KR,Melon Chart,2005,은영이에게,Kcm,은영이에게₩kcm,은영이에게₩KCM,5WuzlUFGEHI,youtube music,1.0,은영이에게,
South Korea,KOR,KR,Melon Chart,1981,남편에게 바치는 노래,김윤희,남편에게 바치는 노래₩김윤희,남편에게 바치는 노래₩김윤희,pEikxoCeMDM,youtube music,1.0,남편에게 바치는 노래,
South Korea,KOR,KR,Melon Chart,2005,응급실,Izi,응급실₩izi,응급실₩izi,QbHugF9JPe4,youtube music,1.0,응급실,
South Korea,KOR,KR,Melon Chart,1965,위를 보고 걷자,최희준,위를 보고 걷자₩최희준,위를 보고 걷자₩최희준,tPqga-_unLc,youtube music,1.0,위를 보고 걷자,
South Korea,KOR,KR,Melon Chart,1997,거짓말이야,Dj Doc,거짓말이야₩dj doc,It's All Lies (Radio Version)₩DJ DOC,sil0GsAIyes,youtube music,0.26,It's All Lies (Radio Version),202.0
South Korea,KOR,KR,Melon Chart,1999,사랑하는 날까지,김종환,사랑하는 날까지₩김종환,사랑하는 날까지₩김종환,PdvN7UATXG0,youtube music,1.0,사랑하는 날까지,
South Korea,KOR,KR,Melon Chart,1997,그대 떠나가도,조장혁,그대 떠나가도₩조장혁,그대 떠나가도₩조장혁,bj4ZU-Uqrhc,youtube music,1.0,그대 떠나가도,
South Korea,KOR,KR,Melon Chart,1988,눈물의 멜로디,유연실,눈물의 멜로디₩유연실,눈물의 멜로디 - 유연실₩소담,TtNhd4bY1p4,youtube video,0.8,눈물의 멜로디 - 유연실,
South Korea,KOR,KR,Melon Chart,1992,떠나간 후에,015b,떠나간 후에₩015b,떠나간 후에₩공일오비(015B),WyGrNOgSf70,youtube music,0.69,떠나간 후에,233.0
South Korea,KOR,KR,Melon Chart,2006,오늘 하루,쿨 (Cool),오늘 하루₩쿨 (cool),운명₩Cool,D4oYKREWCrg,youtube music,0.32,운명,225.0
South Korea,KOR,KR,Melon Chart,1985,난 사랑했어요,나미,난 사랑했어요₩나미,난 사랑했어요₩나미,YDCin3DU8YM,youtube music,1.0,난 사랑했어요,
South Korea,KOR,KR,Melon Chart,2002,애련,Kyt (코요태),애련₩kyt (코요태),애련₩Koyote,XO0sf4p1eUY,youtube music,0.32,애련,252.0
South Korea,KOR,KR,Melon Chart,1976,일기,둘 다섯,일기₩둘 다섯,일기₩Two Five,ZTMeYet81lM,youtube music,0.25,일기,219.0
South Korea,KOR,KR,Melon Chart,1970,난이야,이상열,난이야₩이상열,난이야₩이상열,GFZvOmgNsKk,youtube music,1.0,난이야,
South Korea,KOR,KR,Melon Chart,1988,꼬마야,김창완,꼬마야₩김창완,꼬마야  -  김창완 (HD With Lyrics) 👩‍👩‍👦🍓🍀🌿🌳₩용재천사 - Ailes d'ange,xdzTXWtOeXA,youtube video,0.19,꼬마야  -  김창완 (HD With Lyrics) 👩‍👩‍👦🍓🍀🌿🌳,172.0
South Korea,KOR,KR,Melon Chart,1998,뻐꾸기 둥지위로 날아간 새,김건모,뻐꾸기 둥지위로 날아간 새₩김건모,뻐꾸기 둥지위로 날아간 새₩김건모,H9lMVZ0eDSo,youtube music,1.0,뻐꾸기 둥지위로 날아간 새,
South Korea,KOR,KR,Melon Chart,1992,슬픈 베아트리체,조용필,슬픈 베아트리체₩조용필,슬픈 베아트리체 (Sad Beatrice)₩조용필 (CHO YONG PIL),PNuBrdpbSr4,youtube music,0.42,슬픈 베아트리체 (Sad Beatrice),321.0
South Korea,KOR,KR,Melon Chart,2006,울지마,버즈,울지마₩버즈,버즈-울지마₩버즈바라기,FfP9uZsELYg,youtube video,0.62,버즈-울지마,334.0
South Korea,KOR,KR,Melon Chart,2002,I Pray 4 U,신화,i pray 4 u₩신화,I Pray 4 U₩신화,D-Fk5StrdTc,youtube music,1.0,I Pray 4 U,
South Korea,KOR,KR,Melon Chart,2007,착한거짓말,이승기,착한거짓말₩이승기,착한거짓말₩이승기,L_jLnB-KKnI,youtube music,1.0,착한거짓말,
South Korea,KOR,KR,Melon Chart,1990,진고개 신사,신촌 블루스,진고개 신사₩신촌 블루스,진고개 신사₩신촌블루스,L5Ye-8JCRxo,youtube music,0.87,진고개 신사,
South Korea,KOR,KR,Melon Chart,1990,소녀시대,이승철,소녀시대₩이승철,소녀시대₩이승철,Nffxn4RRirI,youtube music,1.0,소녀시대,
South Korea,KOR,KR,Melon Chart,1978,눈물로 쓴 편지(겨울여자 주제곡),김세화,눈물로 쓴 편지(겨울여자 주제곡)₩김세화,눈물로 쓴 편지₩김세화,XdmtndGcHEo,youtube music,0.62,눈물로 쓴 편지,207.0
South Korea,KOR,KR,Melon Chart,2009,아몰레드 (Amoled),"손담비, 애프터스쿨","아몰레드 (amoled)₩손담비, 애프터스쿨",아몰레드 (Amoled)₩가요베스트,XRDMIGEZfIM,youtube music,0.63,아몰레드 (Amoled),187.0
South Korea,KOR,KR,Melon Chart,1991,가을 아침,양희은,가을 아침₩양희은,가을 아침₩이제환,a5Atd0cONkA,youtube music,0.62,가을 아침,248.0
South Korea,KOR,KR,Melon Chart,2003,Street Life (Feat. Big Mama & Ill Skillz),Dj Doc,street life (feat. big mama & ill skillz)₩dj doc,DJ DOC - Street life (feat. Big Mama & Ill Skillz)₩yh,UIfNrS0FCy4,youtube video,0.93,DJ DOC - Street life (feat. Big Mama & Ill Skillz),
South Korea,KOR,KR,Melon Chart,1998,할 수 있어,엔알지,할 수 있어₩엔알지,할 수 있어₩엔알지,zDPkWAHk1v8,youtube music,1.0,할 수 있어,
South Korea,KOR,KR,Melon Chart,1986,돌이와 순이,김수철,돌이와 순이₩김수철,돌이와 순이₩김수철,gxw5PXHQ9g8,youtube music,1.0,돌이와 순이,
South Korea,KOR,KR,Melon Chart,1989,그대는,양수경,그대는₩양수경,그대는₩양수경,cfnT0X0JCTQ,youtube music,1.0,그대는,
South Korea,KOR,KR,Melon Chart,2005,2♡,God,2♡₩god,2♡₩god,bNH0QAgOYHk,youtube music,1.0,2♡,
South Korea,KOR,KR,Melon Chart,1997,기억해줘,이소라,기억해줘₩이소라,기억해줘₩이소라,0vxNmODa8iA,youtube music,1.0,기억해줘,
South Korea,KOR,KR,Melon Chart,2009,"쏘리 쏘리 (Sorry, Sorry)",슈퍼주니어,"쏘리 쏘리 (sorry, sorry)₩슈퍼주니어","Sorry, Sorry₩SUPER JUNIOR",OFET1zPkW7g,youtube music,0.45,"Sorry, Sorry",288.0
South Korea,KOR,KR,Melon Chart,1969,성주풀이,김세레나,성주풀이₩김세레나,성주풀이₩김세레나,Y4egcE4ahVA,youtube music,1.0,성주풀이,
South Korea,KOR,KR,Melon Chart,1969,부모,유주용,부모₩유주용,부모₩유주용,9P9OuEBFzn4,youtube music,1.0,부모,
South Korea,KOR,KR,Melon Chart,2005,Happiness,가비엔제이,happiness₩가비엔제이,Happiness₩가비 엔제이,MfZWh2bYYeE,youtube music,0.9,Happiness,
South Korea,KOR,KR,Melon Chart,1999,"Tell Me, Tell Me",샵,"tell me, tell me₩샵","Tell Me, Tell Me₩S#arp",7V4NV4Douzo,youtube music,0.84,"Tell Me, Tell Me",
South Korea,KOR,KR,Melon Chart,2008,슬픈 다짐,다비치,슬픈 다짐₩다비치,슬픈 다짐₩다비치,Yzuj5uCyQn4,youtube music,1.0,슬픈 다짐,
South Korea,KOR,KR,Melon Chart,1991,서울탱고,방실이,서울탱고₩방실이,서울탱고₩방실이,wPjrkJwoG8w,youtube music,1.0,서울탱고,
South Korea,KOR,KR,Melon Chart,1996,왜 그래,김현철,왜 그래₩김현철,왜 그래₩김현철,gjFnUsLlj0E,youtube music,1.0,왜 그래,
South Korea,KOR,KR,Melon Chart,1972,공항의 이별,문주란,공항의 이별₩문주란,공항의 이별₩문주란,gy4GjnZ0Fj8,youtube music,1.0,공항의 이별,
South Korea,KOR,KR,Melon Chart,1990,계절이 음악처럼 흐를때,권인하,계절이 음악처럼 흐를때₩권인하,계절이 음악처럼 흐를때₩권인하,NhrpfWOu8m0,youtube music,1.0,계절이 음악처럼 흐를때,
South Korea,KOR,KR,Melon Chart,1964,밀짚모자 목장아가씨,박재란,밀짚모자 목장아가씨₩박재란,밀짚모자 목장아가씨₩박재란,eVOfybfdUZU,youtube music,1.0,밀짚모자 목장아가씨,
South Korea,KOR,KR,Melon Chart,1972,내나라 내겨레,송창식,내나라 내겨레₩송창식,내나라 내겨래₩송창식,kLOkNmSiz-o,youtube music,0.8,내나라 내겨래,
South Korea,KOR,KR,Melon Chart,2005,그녀의 남자에게,김종국,그녀의 남자에게₩김종국,그녀의 남자에게₩김종국,tyrcug0GW_E,youtube music,1.0,그녀의 남자에게,
South Korea,KOR,KR,Melon Chart,2003,Again To Me,차태현,again to me₩차태현,Again to Me₩차태현 Cha Tae Hyun,EsWiS0hKHas,youtube music,0.68,Again to Me,189.0
South Korea,KOR,KR,Melon Chart,1992,너와 함께 있는 이유,변진섭,너와 함께 있는 이유₩변진섭,너와 함께 있는 이유₩변진섭,4IC_5vK5wDk,youtube music,1.0,너와 함께 있는 이유,
South Korea,KOR,KR,Melon Chart,1985,아그네스,김세화,아그네스₩김세화,아그네스 김세화₩아름다운음악여행,4xYJG6ctgY8,youtube video,0.61,아그네스 김세화,216.0
South Korea,KOR,KR,Melon Chart,1971,고향 아줌마,김상진,고향 아줌마₩김상진,고향 아줌마₩김상진,o5v9FpRTRjQ,youtube music,1.0,고향 아줌마,
South Korea,KOR,KR,Melon Chart,1976,그리운 사람은,이필원,그리운 사람은₩이필원,그리운 사람은₩이필원,cmM0rTwlQIU,youtube music,1.0,그리운 사람은,
South Korea,KOR,KR,Melon Chart,1989,새들처럼,변진섭,새들처럼₩변진섭,새들처럼₩변진섭,gUHwBTORyLw,youtube music,1.0,새들처럼,
South Korea,KOR,KR,Melon Chart,2004,제주도의 푸른 밤,성시경,제주도의 푸른 밤₩성시경,제주도의 푸른 밤₩성시경,QvuhHKLnkE4,youtube music,1.0,제주도의 푸른 밤,
South Korea,KOR,KR,Melon Chart,1989,잊지 말아요,최성수,잊지 말아요₩최성수,잊지 말아요₩최성수,PnfpAhAh0aQ,youtube music,1.0,잊지 말아요,
South Korea,KOR,KR,Melon Chart,2004,인연,이승철,인연₩이승철,인연₩이승철,uJ3LI7rb27Y,youtube music,1.0,인연,
South Korea,KOR,KR,Melon Chart,1993,아픈 기억속에서,이덕진,아픈 기억속에서₩이덕진,아픈 기억속에서₩이덕진,ynB5MZ6R8XY,youtube music,1.0,아픈 기억속에서,
South Korea,KOR,KR,Melon Chart,1999,애수(哀愁),이문세,애수(哀愁)₩이문세,애수(哀愁)₩이문세,1IBcdvV4O44,youtube music,1.0,애수(哀愁),
South Korea,KOR,KR,Melon Chart,1997,너에게 가고 싶어,이은미,너에게 가고 싶어₩이은미,너에게 가고싶어₩이은미,PDt5110nrEY,youtube music,0.87,너에게 가고싶어,
South Korea,KOR,KR,Melon Chart,1998,(`Cause) I`M Your Girl,S.e.s.,(`cause) i`m your girl₩s.e.s.,S.E.S - Im Your Girl MV [HD Enhanced]₩bbvoxlover,WpmTLDtr4qY,youtube video,0.43,S.E.S - Im Your Girl MV [HD Enhanced],224.0
South Korea,KOR,KR,Melon Chart,1997,바다,유피,바다₩유피,바다₩유피,85_WO_1sH5Q,youtube music,1.0,바다,
South Korea,KOR,KR,Melon Chart,1984,슬픔의 심로,김학래,슬픔의 심로₩김학래,슬픔의 심로₩김학래,bs30kd33JmQ,youtube music,1.0,슬픔의 심로,
South Korea,KOR,KR,Melon Chart,1964,맨발의 청춘,최희준,맨발의 청춘₩최희준,맨발의 청춘₩최희준,PVal9CSky5I,youtube music,1.0,맨발의 청춘,
South Korea,KOR,KR,Melon Chart,1967,마음이 변하기 전에,윤복희,마음이 변하기 전에₩윤복희,마음이 변하기 전에₩윤복희,xFsBdyfmpaQ,youtube music,1.0,마음이 변하기 전에,
South Korea,KOR,KR,Melon Chart,2007,천둥,Ftisland,천둥₩ftisland,Let Go₩FTIsland,nAcZcJUusoo,youtube music,0.67,Let Go,236.0
South Korea,KOR,KR,Melon Chart,2008,기억을 걷는 시간,넬 (Nell),기억을 걷는 시간₩넬 (nell),기억을 걷는 시간₩넬(NELL),kDAq-Dxpxa8,youtube music,0.91,기억을 걷는 시간,
South Korea,KOR,KR,Melon Chart,1994,어떤 기다림,김건모,어떤 기다림₩김건모,김건모 - '어떤 기다림' | Kim Gun mo - 'Waiting For' 【KBS 가요톱10】₩Again 가요톱10 : KBS KPOP Classic,er7prrMmlpg,youtube video,0.15,김건모 - '어떤 기다림' | Kim Gun mo - 'Waiting For' 【KBS 가요톱10】,236.0
South Korea,KOR,KR,Melon Chart,1991,슬픈 우리사랑,심명훈,슬픈 우리사랑₩심명훈,슬픈 우리 사랑 - 심명훈₩묘월,rMqRHsPeNvc,youtube video,0.69,슬픈 우리 사랑 - 심명훈,250.0
South Korea,KOR,KR,Melon Chart,1999,그녀의 연인에게... #Story Ⅰ,K2 김성면,그녀의 연인에게... #story ⅰ₩k2 김성면,그녀의 연인에게...#Story I - K2김성면₩相元,arM-d36DD9A,youtube video,0.73,그녀의 연인에게...#Story I - K2김성면,300.0
South Korea,KOR,KR,Melon Chart,1994,사랑을 그대 품안에,최진영,사랑을 그대 품안에₩최진영,사랑을 그대 품안에₩최진영,U9L6N_cp5es,youtube music,1.0,사랑을 그대 품안에,
South Korea,KOR,KR,Melon Chart,1986,해야 해야,김학래,해야 해야₩김학래,해야 해야₩김학래,JtKIaXVxEW0,youtube music,1.0,해야 해야,
South Korea,KOR,KR,Melon Chart,2006,남자를 몰라,버즈,남자를 몰라₩버즈,남자를 몰라₩버즈,rgms0zs6SZc,youtube music,1.0,남자를 몰라,
South Korea,KOR,KR,Melon Chart,2002,동경소녀,김광진,동경소녀₩김광진,동경소녀 - 김광진₩depi!,LtMkgXcJzJc,youtube video,0.64,동경소녀 - 김광진,277.0
South Korea,KOR,KR,Melon Chart,1987,내 마음 별과 같이,현철,내 마음 별과 같이₩현철,내마음 별과 같이₩현철,MiTQpwkLD5Y,youtube music,0.87,내마음 별과 같이,
South Korea,KOR,KR,Melon Chart,1986,빛바랜 사랑,오선과 한음,빛바랜 사랑₩오선과 한음,빛바랜 사랑₩오선과 한음,NHEcPT7Kr-o,youtube music,1.0,빛바랜 사랑,
South Korea,KOR,KR,Melon Chart,1998,정인 (情人),The Day,정인 (情人)₩the day,정인(情人) (Song 김기주)₩The Day,yna6_d-JYzI,youtube music,0.68,정인(情人) (Song 김기주),258.0
South Korea,KOR,KR,Melon Chart,1967,새타령,김세레나,새타령₩김세레나,새타령₩김세레나,hEVR9cU973M,youtube music,1.0,새타령,
South Korea,KOR,KR,Melon Chart,1976,고목나무,장욱조,고목나무₩장욱조,고목나무₩장욱조,0Pzoip-V4BQ,youtube music,1.0,고목나무,
South Korea,KOR,KR,Melon Chart,2008,1분 1초 (Feat. 타루),에픽 하이 (Epik High),1분 1초 (feat. 타루)₩에픽 하이 (epik high),1min 1sec (Feat. Taru)₩Epik High,KFZ4nrBDyPM,youtube music,0.53,1min 1sec (Feat. Taru),268.0
South Korea,KOR,KR,Melon Chart,1986,골목길,이재민,골목길₩이재민,골목길₩이재민,1bTBvI0oZkc,youtube music,1.0,골목길,
South Korea,KOR,KR,Melon Chart,1984,잠들지 않는 시간,이용,잠들지 않는 시간₩이용,잠들지 않는 시간₩이용,5z7XOSBvo40,youtube music,1.0,잠들지 않는 시간,
South Korea,KOR,KR,Melon Chart,1970,축제의 노래,트윈 폴리오,축제의 노래₩트윈 폴리오,축제의 노래₩트윈 폴리오,NA18TxMbJ4I,youtube music,1.0,축제의 노래,
South Korea,KOR,KR,Melon Chart,1974,그대없이는 못살아,패티김,그대없이는 못살아₩패티김,그대없이는 못살아₩패티김,GCmojw8aG44,youtube music,1.0,그대없이는 못살아,
South Korea,KOR,KR,Melon Chart,1994,난 널 사랑해,신효범,난 널 사랑해₩신효범,난 널 사랑해₩신효범,ZYrtt-zOoqY,youtube music,1.0,난 널 사랑해,
South Korea,KOR,KR,Melon Chart,1973,아름다운 강산,김정미,아름다운 강산₩김정미,아름다운 강산₩김정미,FtTiAVNQBPg,youtube music,1.0,아름다운 강산,
South Korea,KOR,KR,Melon Chart,1993,첫인상,김건모,첫인상₩김건모,First Sight₩김건모,7I2SvDUPNZo,youtube music,0.3,First Sight,218.0
South Korea,KOR,KR,Melon Chart,2004,고래의 꿈 (Falling In Love Again) (Feat. 김영근),바비 킴,고래의 꿈 (falling in love again) (feat. 김영근)₩바비 킴,고래의 꿈 (Falling In Love Again) ) (feat. 김영근)₩바비 킴 (Bobby Kim),6NJJCEm5dAU,youtube music,0.87,고래의 꿈 (Falling In Love Again) ) (feat. 김영근),
South Korea,KOR,KR,Melon Chart,1990,그대 떠난뒤,빛과 소금,그대 떠난뒤₩빛과 소금,그대 떠난뒤₩빛과 소금,rpmUf2Kfm94,youtube music,1.0,그대 떠난뒤,
South Korea,KOR,KR,Melon Chart,2007,나를 외치다,마야,나를 외치다₩마야,나를 외치다₩민재,YVQ0Q6oYRkc,youtube music,0.75,나를 외치다,197.0
South Korea,KOR,KR,Melon Chart,2008,누난 너무 예뻐 (Replay),샤이니 (Shinee),누난 너무 예뻐 (replay)₩샤이니 (shinee),누난 너무 예뻐 (Replay)₩SHINee,vD6Ef9U0Mes,youtube music,0.85,누난 너무 예뻐 (Replay),
South Korea,KOR,KR,Melon Chart,2003,유리 (唯俚 - 비록 슬퍼진다 하더라도),김정훈,유리 (唯俚 - 비록 슬퍼진다 하더라도)₩김정훈,유리 (唯俚 - 비록 슬퍼진다 하더라도)₩김정훈,4ZCTNdyPsF4,youtube music,1.0,유리 (唯俚 - 비록 슬퍼진다 하더라도),
South Korea,KOR,KR,Melon Chart,2004,이제서야,김동률,이제서야₩김동률,이제서야₩김동률,5Uks_iXqn7M,youtube music,1.0,이제서야,
South Korea,KOR,KR,Melon Chart,1977,푸른 시절,김만수,푸른 시절₩김만수,푸른 시절₩유상록,Ssqp4zJXefg,youtube music,0.62,푸른 시절,98.0
South Korea,KOR,KR,Melon Chart,1974,조용한 여자,이연실,조용한 여자₩이연실,조용한 여자₩이연실,_YgyQUT3jIo,youtube music,1.0,조용한 여자,
South Korea,KOR,KR,Melon Chart,2005,현명한 이별,슈가,현명한 이별₩슈가,Classic Kpop - 슈가 (Sugar) - 현명한 이별 + DL₩ClassicKpop427,ZBTGpgczcvE,youtube video,0.26,Classic Kpop - 슈가 (Sugar) - 현명한 이별 + DL,218.0
South Korea,KOR,KR,Melon Chart,1979,그림자,서유석,그림자₩서유석,그림자₩서유석,vDlxfYjICiY,youtube music,1.0,그림자,
South Korea,KOR,KR,Melon Chart,1967,돌아가는 삼각지,배호,돌아가는 삼각지₩배호,돌아가는 삼각지₩배호,qE94c05b62A,youtube music,1.0,돌아가는 삼각지,
South Korea,KOR,KR,Melon Chart,2000,You Mean Everything To Me,박정현,you mean everything to me₩박정현,You Mean Everything To Me₩박정현,m8Aw3Cucu8g,youtube music,1.0,You Mean Everything To Me,
South Korea,KOR,KR,Melon Chart,1992,추억 만들기,김현식,추억 만들기₩김현식,추억만들기₩김현식,fMeBAfW8K6w,youtube music,0.82,추억만들기,
South Korea,KOR,KR,Melon Chart,1972,새색시 시집가네,이연실,새색시 시집가네₩이연실,새색시 시집가네₩이연실,cVBJCrganWM,youtube music,1.0,새색시 시집가네,
South Korea,KOR,KR,Melon Chart,1972,그 얼굴에 햇살을,이용복,그 얼굴에 햇살을₩이용복,그 얼굴에 햇살을₩이용복,vujaEulV_gg,youtube music,1.0,그 얼굴에 햇살을,
South Korea,KOR,KR,Melon Chart,1969,천리길,나훈아,천리길₩나훈아,천리길₩나훈아,9t2tvtOczZc,youtube music,1.0,천리길,
South Korea,KOR,KR,Melon Chart,1995,사랑보다 좋은 사랑,김대일,사랑보다 좋은 사랑₩김대일,사랑보다 좋은 사랑-김대일₩행방의돌풍,hLwgIbEXxdo,youtube video,0.69,사랑보다 좋은 사랑-김대일,265.0
South Korea,KOR,KR,Melon Chart,2003,그대 돌아오면..,거미,그대 돌아오면..₩거미,그대 돌아오면₩거미,P0esOeqk32I,youtube music,0.8,그대 돌아오면,
South Korea,KOR,KR,Melon Chart,1975,화가 났을까,김세환,화가 났을까₩김세환,화가 났을까₩김세환,pal3mO3Qems,youtube music,1.0,화가 났을까,
South Korea,KOR,KR,Melon Chart,1982,회상,산울림,회상₩산울림,회상₩산울림,hh-YxH5xsFo,youtube music,1.0,회상,
South Korea,KOR,KR,Melon Chart,1995,날 위한 이별,김혜림,날 위한 이별₩김혜림,날 위한 이별₩김혜림,vd-c_O7pcdY,youtube music,1.0,날 위한 이별,
